"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Ovary"	"27040"	"Alabama"	"01"	"2000"	"2000"	246	2302835	10.7
	"Ovary"	"27040"	"Alabama"	"01"	"2001"	"2001"	275	2309496	11.9
	"Ovary"	"27040"	"Alabama"	"01"	"2002"	"2002"	250	2314370	10.8
	"Ovary"	"27040"	"Alabama"	"01"	"2003"	"2003"	253	2324069	10.9
	"Ovary"	"27040"	"Alabama"	"01"	"2004"	"2004"	274	2337857	11.7
	"Ovary"	"27040"	"Alabama"	"01"	"2005"	"2005"	260	2354514	11.0
	"Ovary"	"27040"	"Alabama"	"01"	"2006"	"2006"	275	2385480	11.5
	"Ovary"	"27040"	"Alabama"	"01"	"2007"	"2007"	253	2407275	10.5
	"Ovary"	"27040"	"Alabama"	"01"	"2008"	"2008"	283	2430257	11.6
	"Ovary"	"27040"	"Alabama"	"01"	"2009"	"2009"	283	2448159	11.6
	"Ovary"	"27040"	"Alabama"	"01"	"2010"	"2010"	273	2463573	11.1
	"Ovary"	"27040"	"Alabama"	"01"	"2011"	"2011"	253	2472801	10.2
	"Ovary"	"27040"	"Alabama"	"01"	"2012"	"2012"	225	2481503	9.1
	"Ovary"	"27040"	"Alabama"	"01"	"2013"	"2013"	236	2490401	9.5
	"Ovary"	"27040"	"Alaska"	"02"	"2000"	"2000"	16	303213	5.3
	"Ovary"	"27040"	"Alaska"	"02"	"2002"	"2002"	17	309633	5.5
	"Ovary"	"27040"	"Alaska"	"02"	"2005"	"2005"	17	320920	5.3
	"Ovary"	"27040"	"Alaska"	"02"	"2006"	"2006"	18	325121	5.5
	"Ovary"	"27040"	"Alaska"	"02"	"2007"	"2007"	22	327138	6.7
	"Ovary"	"27040"	"Alaska"	"02"	"2008"	"2008"	16	329412	4.9
	"Ovary"	"27040"	"Alaska"	"02"	"2009"	"2009"	16	337002	4.7
	"Ovary"	"27040"	"Alaska"	"02"	"2010"	"2010"	16	342176	4.7
	"Ovary"	"27040"	"Alaska"	"02"	"2011"	"2011"	24	347099	6.9
	"Ovary"	"27040"	"Alaska"	"02"	"2012"	"2012"	21	349884	6.0
	"Ovary"	"27040"	"Alaska"	"02"	"2013"	"2013"	18	350106	5.1
	"Ovary"	"27040"	"Arizona"	"04"	"1999"	"1999"	220	2518299	8.7
	"Ovary"	"27040"	"Arizona"	"04"	"2000"	"2000"	206	2584579	8.0
	"Ovary"	"27040"	"Arizona"	"04"	"2001"	"2001"	268	2641676	10.1
	"Ovary"	"27040"	"Arizona"	"04"	"2002"	"2002"	246	2704217	9.1
	"Ovary"	"27040"	"Arizona"	"04"	"2003"	"2003"	271	2764077	9.8
	"Ovary"	"27040"	"Arizona"	"04"	"2004"	"2004"	286	2835606	10.1
	"Ovary"	"27040"	"Arizona"	"04"	"2005"	"2005"	296	2930811	10.1
	"Ovary"	"27040"	"Arizona"	"04"	"2006"	"2006"	263	3026134	8.7
	"Ovary"	"27040"	"Arizona"	"04"	"2007"	"2007"	317	3096998	10.2
	"Ovary"	"27040"	"Arizona"	"04"	"2008"	"2008"	250	3155278	7.9
	"Ovary"	"27040"	"Arizona"	"04"	"2009"	"2009"	277	3189908	8.7
	"Ovary"	"27040"	"Arizona"	"04"	"2010"	"2010"	286	3225906	8.9
	"Ovary"	"27040"	"Arizona"	"04"	"2011"	"2011"	277	3255455	8.5
	"Ovary"	"27040"	"Arizona"	"04"	"2012"	"2012"	307	3298189	9.3
	"Ovary"	"27040"	"Arizona"	"04"	"2013"	"2013"	290	3338853	8.7
	"Ovary"	"27040"	"Arkansas"	"05"	"1999"	"1999"	142	1359445	10.4
	"Ovary"	"27040"	"Arkansas"	"05"	"2000"	"2000"	147	1371015	10.7
	"Ovary"	"27040"	"Arkansas"	"05"	"2001"	"2001"	130	1376845	9.4
	"Ovary"	"27040"	"Arkansas"	"05"	"2002"	"2002"	150	1383239	10.8
	"Ovary"	"27040"	"Arkansas"	"05"	"2003"	"2003"	129	1391523	9.3
	"Ovary"	"27040"	"Arkansas"	"05"	"2004"	"2004"	151	1403048	10.8
	"Ovary"	"27040"	"Arkansas"	"05"	"2005"	"2005"	141	1418295	9.9
	"Ovary"	"27040"	"Arkansas"	"05"	"2006"	"2006"	132	1438428	9.2
	"Ovary"	"27040"	"Arkansas"	"05"	"2007"	"2007"	167	1451358	11.5
	"Ovary"	"27040"	"Arkansas"	"05"	"2008"	"2008"	154	1464220	10.5
	"Ovary"	"27040"	"Arkansas"	"05"	"2009"	"2009"	154	1475013	10.4
	"Ovary"	"27040"	"Arkansas"	"05"	"2010"	"2010"	135	1487482	9.1
	"Ovary"	"27040"	"Arkansas"	"05"	"2011"	"2011"	152	1495386	10.2
	"Ovary"	"27040"	"Arkansas"	"05"	"2012"	"2012"	156	1500771	10.4
	"Ovary"	"27040"	"Arkansas"	"05"	"2013"	"2013"	152	1505584	10.1
	"Ovary"	"27040"	"California"	"06"	"1999"	"1999"	1425	16800161	8.5
	"Ovary"	"27040"	"California"	"06"	"2000"	"2000"	1559	17050415	9.1
	"Ovary"	"27040"	"California"	"06"	"2001"	"2001"	1496	17294223	8.7
	"Ovary"	"27040"	"California"	"06"	"2002"	"2002"	1518	17498462	8.7
	"Ovary"	"27040"	"California"	"06"	"2003"	"2003"	1612	17709509	9.1
	"Ovary"	"27040"	"California"	"06"	"2004"	"2004"	1640	17871415	9.2
	"Ovary"	"27040"	"California"	"06"	"2005"	"2005"	1564	17996230	8.7
	"Ovary"	"27040"	"California"	"06"	"2006"	"2006"	1533	18097471	8.5
	"Ovary"	"27040"	"California"	"06"	"2007"	"2007"	1531	18214926	8.4
	"Ovary"	"27040"	"California"	"06"	"2008"	"2008"	1559	18396972	8.5
	"Ovary"	"27040"	"California"	"06"	"2009"	"2009"	1577	18583075	8.5
	"Ovary"	"27040"	"California"	"06"	"2010"	"2010"	1553	18781488	8.3
	"Ovary"	"27040"	"California"	"06"	"2011"	"2011"	1540	18969947	8.1
	"Ovary"	"27040"	"California"	"06"	"2012"	"2012"	1520	19153974	7.9
	"Ovary"	"27040"	"California"	"06"	"2013"	"2013"	1558	19344029	8.1
	"Ovary"	"27040"	"Colorado"	"08"	"1999"	"1999"	170	2101358	8.1
	"Ovary"	"27040"	"Colorado"	"08"	"2000"	"2000"	165	2147742	7.7
	"Ovary"	"27040"	"Colorado"	"08"	"2001"	"2001"	190	2195705	8.7
	"Ovary"	"27040"	"Colorado"	"08"	"2002"	"2002"	210	2228665	9.4
	"Ovary"	"27040"	"Colorado"	"08"	"2003"	"2003"	199	2253214	8.8
	"Ovary"	"27040"	"Colorado"	"08"	"2004"	"2004"	195	2274511	8.6
	"Ovary"	"27040"	"Colorado"	"08"	"2005"	"2005"	221	2308238	9.6
	"Ovary"	"27040"	"Colorado"	"08"	"2006"	"2006"	192	2352960	8.2
	"Ovary"	"27040"	"Colorado"	"08"	"2007"	"2007"	214	2396433	8.9
	"Ovary"	"27040"	"Colorado"	"08"	"2008"	"2008"	203	2439060	8.3
	"Ovary"	"27040"	"Colorado"	"08"	"2009"	"2009"	221	2480710	8.9
	"Ovary"	"27040"	"Colorado"	"08"	"2010"	"2010"	254	2516710	10.1
	"Ovary"	"27040"	"Colorado"	"08"	"2011"	"2011"	204	2551970	8.0
	"Ovary"	"27040"	"Colorado"	"08"	"2012"	"2012"	224	2586629	8.7
	"Ovary"	"27040"	"Colorado"	"08"	"2013"	"2013"	224	2625273	8.5
	"Ovary"	"27040"	"Connecticut"	"09"	"1999"	"1999"	187	1747148	10.7
	"Ovary"	"27040"	"Connecticut"	"09"	"2000"	"2000"	181	1759318	10.3
	"Ovary"	"27040"	"Connecticut"	"09"	"2001"	"2001"	189	1768959	10.7
	"Ovary"	"27040"	"Connecticut"	"09"	"2002"	"2002"	183	1780500	10.3
	"Ovary"	"27040"	"Connecticut"	"09"	"2003"	"2003"	207	1793468	11.5
	"Ovary"	"27040"	"Connecticut"	"09"	"2004"	"2004"	169	1798078	9.4
	"Ovary"	"27040"	"Connecticut"	"09"	"2005"	"2005"	174	1802068	9.7
	"Ovary"	"27040"	"Connecticut"	"09"	"2006"	"2006"	207	1807675	11.5
	"Ovary"	"27040"	"Connecticut"	"09"	"2007"	"2007"	206	1811617	11.4
	"Ovary"	"27040"	"Connecticut"	"09"	"2008"	"2008"	185	1820749	10.2
	"Ovary"	"27040"	"Connecticut"	"09"	"2009"	"2009"	156	1828779	8.5
	"Ovary"	"27040"	"Connecticut"	"09"	"2010"	"2010"	181	1836746	9.9
	"Ovary"	"27040"	"Connecticut"	"09"	"2011"	"2011"	189	1841396	10.3
	"Ovary"	"27040"	"Connecticut"	"09"	"2012"	"2012"	165	1843001	9.0
	"Ovary"	"27040"	"Connecticut"	"09"	"2013"	"2013"	174	1844431	9.4
	"Ovary"	"27040"	"Delaware"	"10"	"1999"	"1999"	44	398732	11.0
	"Ovary"	"27040"	"Delaware"	"10"	"2000"	"2000"	43	404447	10.6
	"Ovary"	"27040"	"Delaware"	"10"	"2001"	"2001"	41	409349	10.0
	"Ovary"	"27040"	"Delaware"	"10"	"2002"	"2002"	35	414652	8.4
	"Ovary"	"27040"	"Delaware"	"10"	"2003"	"2003"	47	420802	11.2
	"Ovary"	"27040"	"Delaware"	"10"	"2004"	"2004"	50	427320	11.7
	"Ovary"	"27040"	"Delaware"	"10"	"2005"	"2005"	39	435227	9.0
	"Ovary"	"27040"	"Delaware"	"10"	"2006"	"2006"	37	442766	8.4
	"Ovary"	"27040"	"Delaware"	"10"	"2007"	"2007"	52	449398	11.6
	"Ovary"	"27040"	"Delaware"	"10"	"2008"	"2008"	44	455481	9.7
	"Ovary"	"27040"	"Delaware"	"10"	"2009"	"2009"	47	459795	10.2
	"Ovary"	"27040"	"Delaware"	"10"	"2010"	"2010"	44	464056	9.5
	"Ovary"	"27040"	"Delaware"	"10"	"2011"	"2011"	47	468309	10.0
	"Ovary"	"27040"	"Delaware"	"10"	"2012"	"2012"	44	472964	9.3
	"Ovary"	"27040"	"Delaware"	"10"	"2013"	"2013"	45	477640	9.4
	"Ovary"	"27040"	"District of Columbia"	"11"	"1999"	"1999"	32	301797	10.6
	"Ovary"	"27040"	"District of Columbia"	"11"	"2000"	"2000"	26	302643	8.6
	"Ovary"	"27040"	"District of Columbia"	"11"	"2001"	"2001"	36	303740	11.9
	"Ovary"	"27040"	"District of Columbia"	"11"	"2002"	"2002"	30	303146	9.9
	"Ovary"	"27040"	"District of Columbia"	"11"	"2004"	"2004"	27	300284	9.0
	"Ovary"	"27040"	"District of Columbia"	"11"	"2005"	"2005"	28	299613	9.3
	"Ovary"	"27040"	"District of Columbia"	"11"	"2006"	"2006"	34	301322	11.3
	"Ovary"	"27040"	"District of Columbia"	"11"	"2007"	"2007"	23	302949	7.6
	"Ovary"	"27040"	"District of Columbia"	"11"	"2008"	"2008"	23	306265	7.5
	"Ovary"	"27040"	"District of Columbia"	"11"	"2009"	"2009"	21	311828	6.7
	"Ovary"	"27040"	"District of Columbia"	"11"	"2010"	"2010"	21	319284	6.6
	"Ovary"	"27040"	"District of Columbia"	"11"	"2011"	"2011"	34	326912	10.4
	"Ovary"	"27040"	"District of Columbia"	"11"	"2012"	"2012"	23	334544	6.9
	"Ovary"	"27040"	"District of Columbia"	"11"	"2013"	"2013"	26	341376	7.6
	"Ovary"	"27040"	"Florida"	"12"	"1999"	"1999"	923	8073847	11.4
	"Ovary"	"27040"	"Florida"	"12"	"2000"	"2000"	965	8217314	11.7
	"Ovary"	"27040"	"Florida"	"12"	"2001"	"2001"	979	8372776	11.7
	"Ovary"	"27040"	"Florida"	"12"	"2002"	"2002"	1009	8541734	11.8
	"Ovary"	"27040"	"Florida"	"12"	"2003"	"2003"	976	8697573	11.2
	"Ovary"	"27040"	"Florida"	"12"	"2004"	"2004"	957	8902447	10.7
	"Ovary"	"27040"	"Florida"	"12"	"2005"	"2005"	991	9117950	10.9
	"Ovary"	"27040"	"Florida"	"12"	"2006"	"2006"	979	9280080	10.5
	"Ovary"	"27040"	"Florida"	"12"	"2007"	"2007"	993	9378587	10.6
	"Ovary"	"27040"	"Florida"	"12"	"2008"	"2008"	972	9465279	10.3
	"Ovary"	"27040"	"Florida"	"12"	"2009"	"2009"	954	9534289	10.0
	"Ovary"	"27040"	"Florida"	"12"	"2010"	"2010"	958	9635493	9.9
	"Ovary"	"27040"	"Florida"	"12"	"2011"	"2011"	959	9767185	9.8
	"Ovary"	"27040"	"Florida"	"12"	"2012"	"2012"	1003	9895513	10.1
	"Ovary"	"27040"	"Florida"	"12"	"2013"	"2013"	980	10019463	9.8
	"Ovary"	"27040"	"Georgia"	"13"	"1999"	"1999"	346	4096031	8.4
	"Ovary"	"27040"	"Georgia"	"13"	"2000"	"2000"	342	4180233	8.2
	"Ovary"	"27040"	"Georgia"	"13"	"2001"	"2001"	371	4256162	8.7
	"Ovary"	"27040"	"Georgia"	"13"	"2002"	"2002"	355	4327934	8.2
	"Ovary"	"27040"	"Georgia"	"13"	"2003"	"2003"	370	4394952	8.4
	"Ovary"	"27040"	"Georgia"	"13"	"2004"	"2004"	389	4463524	8.7
	"Ovary"	"27040"	"Georgia"	"13"	"2005"	"2005"	394	4555263	8.6
	"Ovary"	"27040"	"Georgia"	"13"	"2006"	"2006"	372	4670606	8.0
	"Ovary"	"27040"	"Georgia"	"13"	"2007"	"2007"	415	4777572	8.7
	"Ovary"	"27040"	"Georgia"	"13"	"2008"	"2008"	393	4856984	8.1
	"Ovary"	"27040"	"Georgia"	"13"	"2009"	"2009"	399	4917756	8.1
	"Ovary"	"27040"	"Georgia"	"13"	"2010"	"2010"	422	4972314	8.5
	"Ovary"	"27040"	"Georgia"	"13"	"2011"	"2011"	400	5016290	8.0
	"Ovary"	"27040"	"Georgia"	"13"	"2012"	"2012"	374	5071409	7.4
	"Ovary"	"27040"	"Georgia"	"13"	"2013"	"2013"	410	5114660	8.0
	"Ovary"	"27040"	"Hawaii"	"15"	"1999"	"1999"	34	601830	5.6
	"Ovary"	"27040"	"Hawaii"	"15"	"2000"	"2000"	36	603494	6.0
	"Ovary"	"27040"	"Hawaii"	"15"	"2001"	"2001"	57	609189	9.4
	"Ovary"	"27040"	"Hawaii"	"15"	"2002"	"2002"	44	616192	7.1
	"Ovary"	"27040"	"Hawaii"	"15"	"2003"	"2003"	51	623753	8.2
	"Ovary"	"27040"	"Hawaii"	"15"	"2004"	"2004"	56	636864	8.8
	"Ovary"	"27040"	"Hawaii"	"15"	"2005"	"2005"	47	644813	7.3
	"Ovary"	"27040"	"Hawaii"	"15"	"2006"	"2006"	58	652351	8.9
	"Ovary"	"27040"	"Hawaii"	"15"	"2007"	"2007"	50	657185	7.6
	"Ovary"	"27040"	"Hawaii"	"15"	"2008"	"2008"	39	665313	5.9
	"Ovary"	"27040"	"Hawaii"	"15"	"2009"	"2009"	47	673075	7.0
	"Ovary"	"27040"	"Hawaii"	"15"	"2010"	"2010"	60	680754	8.8
	"Ovary"	"27040"	"Hawaii"	"15"	"2011"	"2011"	50	686709	7.3
	"Ovary"	"27040"	"Hawaii"	"15"	"2012"	"2012"	36	690716	5.2
	"Ovary"	"27040"	"Hawaii"	"15"	"2013"	"2013"	44	696786	6.3
	"Ovary"	"27040"	"Idaho"	"16"	"1999"	"1999"	71	636798	11.1
	"Ovary"	"27040"	"Idaho"	"16"	"2000"	"2000"	64	647984	9.9
	"Ovary"	"27040"	"Idaho"	"16"	"2001"	"2001"	73	658043	11.1
	"Ovary"	"27040"	"Idaho"	"16"	"2002"	"2002"	63	668686	9.4
	"Ovary"	"27040"	"Idaho"	"16"	"2003"	"2003"	55	679877	8.1
	"Ovary"	"27040"	"Idaho"	"16"	"2004"	"2004"	65	693186	9.4
	"Ovary"	"27040"	"Idaho"	"16"	"2005"	"2005"	56	711983	7.9
	"Ovary"	"27040"	"Idaho"	"16"	"2006"	"2006"	65	732104	8.9
	"Ovary"	"27040"	"Idaho"	"16"	"2007"	"2007"	74	750127	9.9
	"Ovary"	"27040"	"Idaho"	"16"	"2008"	"2008"	70	764792	9.2
	"Ovary"	"27040"	"Idaho"	"16"	"2009"	"2009"	58	775398	7.5
	"Ovary"	"27040"	"Idaho"	"16"	"2010"	"2010"	48	784000	6.1
	"Ovary"	"27040"	"Idaho"	"16"	"2011"	"2011"	64	790311	8.1
	"Ovary"	"27040"	"Idaho"	"16"	"2012"	"2012"	90	797190	11.3
	"Ovary"	"27040"	"Idaho"	"16"	"2013"	"2013"	84	805442	10.4
	"Ovary"	"27040"	"Illinois"	"17"	"1999"	"1999"	604	6313350	9.6
	"Ovary"	"27040"	"Illinois"	"17"	"2000"	"2000"	634	6345277	10.0
	"Ovary"	"27040"	"Illinois"	"17"	"2001"	"2001"	594	6370443	9.3
	"Ovary"	"27040"	"Illinois"	"17"	"2002"	"2002"	619	6387897	9.7
	"Ovary"	"27040"	"Illinois"	"17"	"2003"	"2003"	627	6402859	9.8
	"Ovary"	"27040"	"Illinois"	"17"	"2004"	"2004"	624	6414209	9.7
	"Ovary"	"27040"	"Illinois"	"17"	"2005"	"2005"	657	6423831	10.2
	"Ovary"	"27040"	"Illinois"	"17"	"2006"	"2006"	630	6440022	9.8
	"Ovary"	"27040"	"Illinois"	"17"	"2007"	"2007"	620	6467577	9.6
	"Ovary"	"27040"	"Illinois"	"17"	"2008"	"2008"	595	6493537	9.2
	"Ovary"	"27040"	"Illinois"	"17"	"2009"	"2009"	578	6520723	8.9
	"Ovary"	"27040"	"Illinois"	"17"	"2010"	"2010"	594	6542815	9.1
	"Ovary"	"27040"	"Illinois"	"17"	"2011"	"2011"	606	6551565	9.2
	"Ovary"	"27040"	"Illinois"	"17"	"2012"	"2012"	590	6558540	9.0
	"Ovary"	"27040"	"Illinois"	"17"	"2013"	"2013"	619	6564681	9.4
	"Ovary"	"27040"	"Indiana"	"18"	"1999"	"1999"	323	3083351	10.5
	"Ovary"	"27040"	"Indiana"	"18"	"2000"	"2000"	326	3103169	10.5
	"Ovary"	"27040"	"Indiana"	"18"	"2001"	"2001"	326	3120158	10.4
	"Ovary"	"27040"	"Indiana"	"18"	"2002"	"2002"	355	3133342	11.3
	"Ovary"	"27040"	"Indiana"	"18"	"2003"	"2003"	335	3152366	10.6
	"Ovary"	"27040"	"Indiana"	"18"	"2004"	"2004"	316	3168952	10.0
	"Ovary"	"27040"	"Indiana"	"18"	"2005"	"2005"	341	3191481	10.7
	"Ovary"	"27040"	"Indiana"	"18"	"2006"	"2006"	344	3218203	10.7
	"Ovary"	"27040"	"Indiana"	"18"	"2007"	"2007"	301	3241454	9.3
	"Ovary"	"27040"	"Indiana"	"18"	"2008"	"2008"	326	3263963	10.0
	"Ovary"	"27040"	"Indiana"	"18"	"2009"	"2009"	311	3281477	9.5
	"Ovary"	"27040"	"Indiana"	"18"	"2010"	"2010"	331	3297309	10.0
	"Ovary"	"27040"	"Indiana"	"18"	"2011"	"2011"	306	3309781	9.2
	"Ovary"	"27040"	"Indiana"	"18"	"2012"	"2012"	322	3319230	9.7
	"Ovary"	"27040"	"Indiana"	"18"	"2013"	"2013"	300	3335039	9.0
	"Ovary"	"27040"	"Iowa"	"19"	"1999"	"1999"	160	1488223	10.8
	"Ovary"	"27040"	"Iowa"	"19"	"2000"	"2000"	205	1491775	13.7
	"Ovary"	"27040"	"Iowa"	"19"	"2001"	"2001"	195	1492287	13.1
	"Ovary"	"27040"	"Iowa"	"19"	"2002"	"2002"	191	1491450	12.8
	"Ovary"	"27040"	"Iowa"	"19"	"2003"	"2003"	166	1493907	11.1
	"Ovary"	"27040"	"Iowa"	"19"	"2004"	"2004"	187	1498888	12.5
	"Ovary"	"27040"	"Iowa"	"19"	"2005"	"2005"	173	1503019	11.5
	"Ovary"	"27040"	"Iowa"	"19"	"2006"	"2006"	175	1511124	11.6
	"Ovary"	"27040"	"Iowa"	"19"	"2007"	"2007"	194	1518023	12.8
	"Ovary"	"27040"	"Iowa"	"19"	"2008"	"2008"	170	1525539	11.1
	"Ovary"	"27040"	"Iowa"	"19"	"2009"	"2009"	185	1532739	12.1
	"Ovary"	"27040"	"Iowa"	"19"	"2010"	"2010"	183	1539449	11.9
	"Ovary"	"27040"	"Iowa"	"19"	"2011"	"2011"	181	1544420	11.7
	"Ovary"	"27040"	"Iowa"	"19"	"2012"	"2012"	149	1550341	9.6
	"Ovary"	"27040"	"Iowa"	"19"	"2013"	"2013"	142	1557633	9.1
	"Ovary"	"27040"	"Kansas"	"20"	"1999"	"1999"	138	1356044	10.2
	"Ovary"	"27040"	"Kansas"	"20"	"2000"	"2000"	141	1362500	10.3
	"Ovary"	"27040"	"Kansas"	"20"	"2001"	"2001"	147	1365966	10.8
	"Ovary"	"27040"	"Kansas"	"20"	"2002"	"2002"	149	1371898	10.9
	"Ovary"	"27040"	"Kansas"	"20"	"2003"	"2003"	143	1377415	10.4
	"Ovary"	"27040"	"Kansas"	"20"	"2004"	"2004"	161	1382396	11.6
	"Ovary"	"27040"	"Kansas"	"20"	"2005"	"2005"	148	1387958	10.7
	"Ovary"	"27040"	"Kansas"	"20"	"2006"	"2006"	155	1394092	11.1
	"Ovary"	"27040"	"Kansas"	"20"	"2007"	"2007"	143	1405705	10.2
	"Ovary"	"27040"	"Kansas"	"20"	"2008"	"2008"	134	1415563	9.5
	"Ovary"	"27040"	"Kansas"	"20"	"2009"	"2009"	138	1428139	9.7
	"Ovary"	"27040"	"Kansas"	"20"	"2010"	"2010"	136	1439483	9.4
	"Ovary"	"27040"	"Kansas"	"20"	"2011"	"2011"	137	1444607	9.5
	"Ovary"	"27040"	"Kansas"	"20"	"2012"	"2012"	137	1450430	9.4
	"Ovary"	"27040"	"Kansas"	"20"	"2013"	"2013"	120	1453099	8.3
	"Ovary"	"27040"	"Kentucky"	"21"	"1999"	"1999"	208	2056401	10.1
	"Ovary"	"27040"	"Kentucky"	"21"	"2000"	"2000"	189	2069716	9.1
	"Ovary"	"27040"	"Kentucky"	"21"	"2001"	"2001"	211	2076871	10.2
	"Ovary"	"27040"	"Kentucky"	"21"	"2002"	"2002"	222	2087223	10.6
	"Ovary"	"27040"	"Kentucky"	"21"	"2003"	"2003"	215	2102308	10.2
	"Ovary"	"27040"	"Kentucky"	"21"	"2004"	"2004"	204	2112051	9.7
	"Ovary"	"27040"	"Kentucky"	"21"	"2005"	"2005"	192	2129658	9.0
	"Ovary"	"27040"	"Kentucky"	"21"	"2006"	"2006"	224	2149096	10.4
	"Ovary"	"27040"	"Kentucky"	"21"	"2007"	"2007"	216	2164210	10.0
	"Ovary"	"27040"	"Kentucky"	"21"	"2008"	"2008"	196	2183532	9.0
	"Ovary"	"27040"	"Kentucky"	"21"	"2009"	"2009"	211	2193136	9.6
	"Ovary"	"27040"	"Kentucky"	"21"	"2010"	"2010"	213	2210290	9.6
	"Ovary"	"27040"	"Kentucky"	"21"	"2011"	"2011"	184	2220465	8.3
	"Ovary"	"27040"	"Kentucky"	"21"	"2012"	"2012"	194	2225895	8.7
	"Ovary"	"27040"	"Kentucky"	"21"	"2013"	"2013"	202	2233995	9.0
	"Ovary"	"27040"	"Louisiana"	"22"	"1999"	"1999"	184	2302744	8.0
	"Ovary"	"27040"	"Louisiana"	"22"	"2000"	"2000"	196	2306978	8.5
	"Ovary"	"27040"	"Louisiana"	"22"	"2001"	"2001"	209	2308063	9.1
	"Ovary"	"27040"	"Louisiana"	"22"	"2002"	"2002"	190	2315524	8.2
	"Ovary"	"27040"	"Louisiana"	"22"	"2003"	"2003"	224	2327153	9.6
	"Ovary"	"27040"	"Louisiana"	"22"	"2004"	"2004"	206	2338753	8.8
	"Ovary"	"27040"	"Louisiana"	"22"	"2005"	"2005"	194	2263201	8.6
	"Ovary"	"27040"	"Louisiana"	"22"	"2006"	"2006"	210	2204072	9.5
	"Ovary"	"27040"	"Louisiana"	"22"	"2007"	"2007"	208	2239125	9.3
	"Ovary"	"27040"	"Louisiana"	"22"	"2008"	"2008"	187	2269630	8.2
	"Ovary"	"27040"	"Louisiana"	"22"	"2009"	"2009"	185	2295199	8.1
	"Ovary"	"27040"	"Louisiana"	"22"	"2010"	"2010"	184	2319900	7.9
	"Ovary"	"27040"	"Louisiana"	"22"	"2011"	"2011"	176	2338400	7.5
	"Ovary"	"27040"	"Louisiana"	"22"	"2012"	"2012"	182	2352546	7.7
	"Ovary"	"27040"	"Louisiana"	"22"	"2013"	"2013"	184	2364783	7.8
	"Ovary"	"27040"	"Maine"	"23"	"1999"	"1999"	81	650598	12.5
	"Ovary"	"27040"	"Maine"	"23"	"2000"	"2000"	93	655545	14.2
	"Ovary"	"27040"	"Maine"	"23"	"2001"	"2001"	83	659657	12.6
	"Ovary"	"27040"	"Maine"	"23"	"2002"	"2002"	93	664226	14.0
	"Ovary"	"27040"	"Maine"	"23"	"2003"	"2003"	80	668680	12.0
	"Ovary"	"27040"	"Maine"	"23"	"2004"	"2004"	60	671862	8.9
	"Ovary"	"27040"	"Maine"	"23"	"2005"	"2005"	72	674104	10.7
	"Ovary"	"27040"	"Maine"	"23"	"2006"	"2006"	72	676157	10.6
	"Ovary"	"27040"	"Maine"	"23"	"2007"	"2007"	67	677797	9.9
	"Ovary"	"27040"	"Maine"	"23"	"2008"	"2008"	71	679413	10.5
	"Ovary"	"27040"	"Maine"	"23"	"2009"	"2009"	74	678694	10.9
	"Ovary"	"27040"	"Maine"	"23"	"2010"	"2010"	90	677772	13.3
	"Ovary"	"27040"	"Maine"	"23"	"2011"	"2011"	74	678093	10.9
	"Ovary"	"27040"	"Maine"	"23"	"2012"	"2012"	61	678560	9.0
	"Ovary"	"27040"	"Maine"	"23"	"2013"	"2013"	53	678166	7.8
	"Ovary"	"27040"	"Maryland"	"24"	"1999"	"1999"	214	2716928	7.9
	"Ovary"	"27040"	"Maryland"	"24"	"2000"	"2000"	260	2746031	9.5
	"Ovary"	"27040"	"Maryland"	"24"	"2001"	"2001"	255	2779864	9.2
	"Ovary"	"27040"	"Maryland"	"24"	"2002"	"2002"	272	2815197	9.7
	"Ovary"	"27040"	"Maryland"	"24"	"2003"	"2003"	247	2843847	8.7
	"Ovary"	"27040"	"Maryland"	"24"	"2004"	"2004"	264	2870043	9.2
	"Ovary"	"27040"	"Maryland"	"24"	"2005"	"2005"	264	2891761	9.1
	"Ovary"	"27040"	"Maryland"	"24"	"2006"	"2006"	271	2907963	9.3
	"Ovary"	"27040"	"Maryland"	"24"	"2007"	"2007"	246	2920109	8.4
	"Ovary"	"27040"	"Maryland"	"24"	"2008"	"2008"	271	2935788	9.2
	"Ovary"	"27040"	"Maryland"	"24"	"2009"	"2009"	263	2960001	8.9
	"Ovary"	"27040"	"Maryland"	"24"	"2010"	"2010"	280	2988093	9.4
	"Ovary"	"27040"	"Maryland"	"24"	"2011"	"2011"	239	3014728	7.9
	"Ovary"	"27040"	"Maryland"	"24"	"2012"	"2012"	267	3037383	8.8
	"Ovary"	"27040"	"Maryland"	"24"	"2013"	"2013"	285	3060664	9.3
	"Ovary"	"27040"	"Massachusetts"	"25"	"1999"	"1999"	332	3274830	10.1
	"Ovary"	"27040"	"Massachusetts"	"25"	"2000"	"2000"	352	3296245	10.7
	"Ovary"	"27040"	"Massachusetts"	"25"	"2001"	"2001"	348	3312567	10.5
	"Ovary"	"27040"	"Massachusetts"	"25"	"2002"	"2002"	385	3319436	11.6
	"Ovary"	"27040"	"Massachusetts"	"25"	"2003"	"2003"	350	3320817	10.5
	"Ovary"	"27040"	"Massachusetts"	"25"	"2004"	"2004"	371	3314634	11.2
	"Ovary"	"27040"	"Massachusetts"	"25"	"2005"	"2005"	340	3309010	10.3
	"Ovary"	"27040"	"Massachusetts"	"25"	"2006"	"2006"	389	3311185	11.7
